CGI_10000456	GO:0016782~transferase activity, transferring sulfur-containing groups
CGI_10006397	GO:0046914~transition metal ion binding
CGI_10013745	GO:0046914~transition metal ion binding
CGI_10006290	GO:0003676~nucleic acid binding
CGI_10010298	GO:0032553~ribonucleotide binding
CGI_10010305	GO:0070003~threonine-type peptidase activity
CGI_10007426	GO:0046872~metal ion binding
CGI_10007425	GO:0043167~ion binding
CGI_10015111	GO:0022843~voltage-gated cation channel activity
CGI_10019918	GO:0003676~nucleic acid binding
CGI_10019936	GO:0015002~heme-copper terminal oxidase activity
CGI_10021960	GO:0032553~ribonucleotide binding
CGI_10021960	GO:0019001~guanyl nucleotide binding
CGI_10021960	GO:0032555~purine ribonucleotide binding
CGI_10021966	GO:0015276~ligand-gated ion channel activity
CGI_10019757	GO:0035639~purine ribonucleoside triphosphate binding
CGI_10019757	GO:0016462~pyrophosphatase activity
CGI_10019769	GO:0000166~nucleotide binding
CGI_10016972	GO:0032555~purine ribonucleotide binding
CGI_10016972	GO:0097367~carbohydrate derivative binding
CGI_10016972	GO:0030554~adenyl nucleotide binding
CGI_10016771	GO:0097159~organic cyclic compound binding
CGI_10006399	GO:0030234~enzyme regulator activity
CGI_10019757	GO:0000166~nucleotide binding
CGI_10009004	GO:0008270~zinc ion binding
CGI_10013294	GO:0004930~G-protein coupled receptor activity
CGI_10013294	GO:0038023~signaling receptor activity
CGI_10021960	GO:0036094~small molecule binding
CGI_10012504	GO:0016791~phosphatase activity
CGI_10016972	GO:0038023~signaling receptor activity
CGI_10016972	GO:0001882~nucleoside binding
CGI_10016972	GO:0017076~purine nucleotide binding
CGI_10016972	GO:0004702~receptor signaling protein serine/threonine kinase activity
CGI_10016771	GO:0008173~RNA methyltransferase activity
CGI_10023244	GO:0005319~lipid transporter activity
CGI_10023244	GO:0051861~glycolipid binding
CGI_10006404	GO:0008270~zinc ion binding
CGI_10007980	GO:0003700~transcription factor activity, sequence-specific DNA binding
CGI_10018833	GO:0046872~metal ion binding
CGI_10012209	GO:0003676~nucleic acid binding
CGI_10020580	GO:0017076~purine nucleotide binding
CGI_10020580	GO:0032549~ribonucleoside binding
CGI_10012216	GO:0016410~N-acyltransferase activity
CGI_10007005	GO:0038023~signaling receptor activity
CGI_10007005	GO:0043169~cation binding
CGI_10007005	GO:0005496~steroid binding
CGI_10007005	GO:0003700~transcription factor activity, sequence-specific DNA binding
CGI_10025058	GO:0032553~ribonucleotide binding
CGI_10020596	GO:0097159~organic cyclic compound binding
CGI_10021580	GO:0042578~phosphoric ester hydrolase activity
CGI_10020599	GO:0003677~DNA binding
CGI_10008420	GO:0043169~cation binding
CGI_10013497	GO:0070011~peptidase activity, acting on L-amino acid peptides
CGI_10013497	GO:0070003~threonine-type peptidase activity
CGI_10006410	GO:0046872~metal ion binding
CGI_10006410	GO:0097159~organic cyclic compound binding
CGI_10007802	GO:0070011~peptidase activity, acting on L-amino acid peptides
CGI_10015846	GO:0097367~carbohydrate derivative binding
CGI_10025058	GO:0017076~purine nucleotide binding
CGI_10020596	GO:0043565~sequence-specific DNA binding
CGI_10002237	GO:0008270~zinc ion binding
CGI_10015847	GO:0016741~transferase activity, transferring one-carbon groups
CGI_10001047	GO:0008270~zinc ion binding
CGI_10010919	GO:0016651~oxidoreductase activity, acting on NAD(P)H
CGI_10001793	GO:0051213~dioxygenase activity
CGI_10001793	GO:0016702~oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
CGI_10001793	GO:0005506~iron ion binding
CGI_10020035	GO:0005524~ATP binding
CGI_10020035	GO:0036094~small molecule binding
CGI_10020035	GO:0097367~carbohydrate derivative binding
CGI_10020038	GO:0022832~voltage-gated channel activity
CGI_10020046	GO:0005261~cation channel activity
CGI_10020046	GO:0022838~substrate-specific channel activity
CGI_10020046	GO:0022803~passive transmembrane transporter activity
CGI_10020046	GO:0022834~ligand-gated channel activity
CGI_10020067	GO:0048037~cofactor binding
CGI_10020073	GO:0043169~cation binding
CGI_10020073	GO:0000166~nucleotide binding
CGI_10010020	GO:0008135~translation factor activity, RNA binding
CGI_10010021	GO:0097367~carbohydrate derivative binding
CGI_10003516	GO:0046872~metal ion binding
CGI_10004534	GO:0032550~purine ribonucleoside binding
CGI_10004534	GO:0001883~purine nucleoside binding
CGI_10004534	GO:0017076~purine nucleotide binding
CGI_10004534	GO:1901265~nucleoside phosphate binding
CGI_10004534	GO:0036094~small molecule binding
CGI_10011004	GO:0003676~nucleic acid binding
CGI_10016980	GO:0008233~peptidase activity
CGI_10016980	GO:0004252~serine-type endopeptidase activity
CGI_10000572	GO:0003676~nucleic acid binding
CGI_10012540	GO:0008237~metallopeptidase activity
CGI_10012538	GO:0004871~signal transducer activity
CGI_10020463	GO:0004175~endopeptidase activity
CGI_10009456	GO:0043167~ion binding
CGI_10015846	GO:0097159~organic cyclic compound binding
CGI_10020449	GO:0005198~structural molecule activity
CGI_10001740	GO:0043169~cation binding
CGI_10020046	GO:0015267~channel activity
CGI_10002226	GO:0098772~molecular function regulator
CGI_10010021	GO:0001882~nucleoside binding
CGI_10011004	GO:0043565~sequence-specific DNA binding
CGI_10020477	GO:0036094~small molecule binding
CGI_10020477	GO:0032553~ribonucleotide binding
CGI_10020477	GO:0032561~guanyl ribonucleotide binding
CGI_10020477	GO:0016874~ligase activity
CGI_10006947	GO:0043167~ion binding
CGI_10006947	GO:1901363~heterocyclic compound binding
CGI_10006948	GO:0046872~metal ion binding
CGI_10006948	GO:0043167~ion binding
CGI_10006948	GO:0043169~cation binding
CGI_10006953	GO:0032561~guanyl ribonucleotide binding
CGI_10026225	GO:0043169~cation binding
CGI_10026225	GO:0046872~metal ion binding
CGI_10026246	GO:0000166~nucleotide binding
CGI_10026255	GO:0003677~DNA binding
CGI_10026260	GO:0043169~cation binding
CGI_10003051	GO:0046872~metal ion binding
CGI_10027791	GO:0004930~G-protein coupled receptor activity
CGI_10027791	GO:0004872~receptor activity
CGI_10027843	GO:0016887~ATPase activity
CGI_10027843	GO:1901363~heterocyclic compound binding
CGI_10027843	GO:0036094~small molecule binding
CGI_10027844	GO:0032549~ribonucleoside binding
CGI_10027844	GO:0017076~purine nucleotide binding
CGI_10027844	GO:1901363~heterocyclic compound binding
CGI_10019371	GO:0032550~purine ribonucleoside binding
CGI_10019392	GO:0032555~purine ribonucleotide binding
CGI_10004132	GO:0003723~RNA binding
CGI_10004132	GO:0016779~nucleotidyltransferase activity
CGI_10007023	GO:0016209~antioxidant activity
CGI_10016622	GO:1901363~heterocyclic compound binding
CGI_10016622	GO:0003676~nucleic acid binding
CGI_10009603	GO:0046914~transition metal ion binding
CGI_10016629	GO:0043169~cation binding
CGI_10008057	GO:0003676~nucleic acid binding
CGI_10008057	GO:0003677~DNA binding
CGI_10008063	GO:0097159~organic cyclic compound binding
CGI_10008065	GO:0003676~nucleic acid binding
CGI_10008065	GO:0097159~organic cyclic compound binding
CGI_10008084	GO:1901363~heterocyclic compound binding
CGI_10008080	GO:0003676~nucleic acid binding
CGI_10008079	GO:1901363~heterocyclic compound binding
CGI_10008075	GO:0003677~DNA binding
CGI_10008075	GO:0003676~nucleic acid binding
CGI_10008074	GO:0003677~DNA binding
CGI_10008073	GO:0003677~DNA binding
CGI_10010835	GO:0060089~molecular transducer activity
CGI_10005518	GO:0001071~nucleic acid binding transcription factor activity
CGI_10025881	GO:0015297~antiporter activity
CGI_10025881	GO:0008324~cation transmembrane transporter activity
CGI_10025881	GO:0015078~hydrogen ion transmembrane transporter activity
CGI_10025899	GO:0032555~purine ribonucleotide binding
CGI_10025899	GO:0017076~purine nucleotide binding
CGI_10025899	GO:0005524~ATP binding
CGI_10025899	GO:0097159~organic cyclic compound binding
CGI_10023487	GO:0004872~receptor activity
CGI_10023489	GO:0051287~NAD binding
CGI_10012627	GO:0102338~3-oxo-lignoceronyl-CoA synthase activity
CGI_10018645	GO:0019888~protein phosphatase regulator activity
CGI_10018646	GO:0099600~transmembrane receptor activity
CGI_10016629	GO:0008270~zinc ion binding
CGI_10018648	GO:0060089~molecular transducer activity
CGI_10018656	GO:0004871~signal transducer activity
CGI_10018658	GO:0016874~ligase activity
CGI_10018659	GO:0097159~organic cyclic compound binding
CGI_10013028	GO:0001883~purine nucleoside binding
CGI_10013028	GO:0032550~purine ribonucleoside binding
CGI_10014255	GO:0032549~ribonucleoside binding
CGI_10014255	GO:0097159~organic cyclic compound binding
CGI_10024687	GO:0016705~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
CGI_10024687	GO:0043167~ion binding
CGI_10020854	GO:0015079~potassium ion transmembrane transporter activity
CGI_10021529	GO:0043169~cation binding
CGI_10021529	GO:0046914~transition metal ion binding
CGI_10014716	GO:0015267~channel activity
CGI_10014716	GO:0060089~molecular transducer activity
CGI_10025602	GO:0032550~purine ribonucleoside binding
CGI_10025602	GO:1901363~heterocyclic compound binding
CGI_10025602	GO:0017076~purine nucleotide binding
CGI_10025610	GO:0016773~phosphotransferase activity, alcohol group as acceptor
CGI_10002020	GO:0043169~cation binding
CGI_10002020	GO:0005509~calcium ion binding
CGI_10020872	GO:0010181~FMN binding
CGI_10020872	GO:0016653~oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor
CGI_10020872	GO:0050662~coenzyme binding
CGI_10002675	GO:0043169~cation binding
CGI_10017701	GO:0003700~transcription factor activity, sequence-specific DNA binding
CGI_10017704	GO:0008237~metallopeptidase activity
CGI_10017709	GO:0019783~ubiquitin-like protein-specific protease activity
CGI_10020854	GO:0022838~substrate-specific channel activity
CGI_10025610	GO:0036094~small molecule binding
CGI_10017712	GO:0001882~nucleoside binding
CGI_10017712	GO:1901363~heterocyclic compound binding
CGI_10017716	GO:0003676~nucleic acid binding
CGI_10015690	GO:0097159~organic cyclic compound binding
CGI_10015690	GO:0000166~nucleotide binding
CGI_10015693	GO:0008528~G-protein coupled peptide receptor activity
CGI_10015693	GO:0060089~molecular transducer activity
CGI_10015693	GO:0038023~signaling receptor activity
CGI_10015693	GO:0004888~transmembrane signaling receptor activity
CGI_10015694	GO:0004872~receptor activity
CGI_10015694	GO:0008528~G-protein coupled peptide receptor activity
CGI_10016856	GO:0016741~transferase activity, transferring one-carbon groups
CGI_10016857	GO:0003676~nucleic acid binding
CGI_10016858	GO:0036094~small molecule binding
CGI_10016858	GO:0004672~protein kinase activity
CGI_10016858	GO:0001882~nucleoside binding
CGI_10016858	GO:0032555~purine ribonucleotide binding
CGI_10016858	GO:0005524~ATP binding
CGI_10016860	GO:0043169~cation binding
CGI_10016860	GO:0019707~protein-cysteine S-acyltransferase activity
CGI_10016867	GO:0032549~ribonucleoside binding
CGI_10016867	GO:0032559~adenyl ribonucleotide binding
CGI_10016870	GO:0097159~organic cyclic compound binding
CGI_10011255	GO:0015370~solute:sodium symporter activity
CGI_10002108	GO:0046872~metal ion binding
CGI_10002108	GO:0043169~cation binding
CGI_10015777	GO:0015293~symporter activity
CGI_10024271	GO:1901363~heterocyclic compound binding
CGI_10017712	GO:0005525~GTP binding
CGI_10011255	GO:0022890~inorganic cation transmembrane transporter activity
CGI_10024271	GO:0043167~ion binding
CGI_10024271	GO:0043169~cation binding
CGI_10015608	GO:0046872~metal ion binding
CGI_10015608	GO:0046914~transition metal ion binding
CGI_10024276	GO:0046914~transition metal ion binding
CGI_10026365	GO:0003676~nucleic acid binding
CGI_10026365	GO:0003723~RNA binding
CGI_10014147	GO:0003723~RNA binding
CGI_10008486	GO:0046914~transition metal ion binding
CGI_10024632	GO:0042578~phosphoric ester hydrolase activity
CGI_10024635	GO:0004114~3',5'-cyclic-nucleotide phosphodiesterase activity
CGI_10024636	GO:0005261~cation channel activity
CGI_10024636	GO:0005216~ion channel activity
CGI_10024640	GO:1901265~nucleoside phosphate binding
CGI_10024640	GO:0032555~purine ribonucleotide binding
CGI_10024654	GO:0001883~purine nucleoside binding
CGI_10001824	GO:0005227~calcium activated cation channel activity
CGI_10001824	GO:0022839~ion gated channel activity
CGI_10013248	GO:1901363~heterocyclic compound binding
CGI_10013248	GO:0030554~adenyl nucleotide binding
CGI_10019019	GO:0004497~monooxygenase activity
CGI_10019019	GO:0016701~oxidoreductase activity, acting on single donors with incorporation of molecular oxygen
CGI_10019034	GO:0046914~transition metal ion binding
CGI_10023444	GO:0005524~ATP binding
CGI_10023444	GO:0016301~kinase activity
CGI_10023444	GO:0032549~ribonucleoside binding
CGI_10023444	GO:0001883~purine nucleoside binding
CGI_10023444	GO:0016773~phosphotransferase activity, alcohol group as acceptor
CGI_10023444	GO:0097159~organic cyclic compound binding
CGI_10004262	GO:0043167~ion binding
CGI_10004262	GO:0004520~endodeoxyribonuclease activity
CGI_10004262	GO:0048256~flap endonuclease activity
CGI_10024636	GO:0022890~inorganic cation transmembrane transporter activity
CGI_10004262	GO:0004527~exonuclease activity
CGI_10004263	GO:0000166~nucleotide binding
CGI_10004263	GO:0030554~adenyl nucleotide binding
CGI_10004263	GO:0032550~purine ribonucleoside binding
CGI_10004263	GO:0004386~helicase activity
CGI_10004264	GO:0004672~protein kinase activity
CGI_10004264	GO:0001883~purine nucleoside binding
CGI_10003799	GO:1901505~carbohydrate derivative transporter activity
CGI_10003799	GO:0008289~lipid binding
CGI_10018993	GO:0022804~active transmembrane transporter activity
CGI_10015425	GO:0097367~carbohydrate derivative binding
CGI_10015425	GO:0001883~purine nucleoside binding
CGI_10015425	GO:0016874~ligase activity
CGI_10015423	GO:0043167~ion binding
CGI_10015423	GO:1901363~heterocyclic compound binding
CGI_10015426	GO:0017076~purine nucleotide binding
CGI_10015426	GO:0097159~organic cyclic compound binding
CGI_10015426	GO:0032550~purine ribonucleoside binding
CGI_10019066	GO:0004871~signal transducer activity
CGI_10019072	GO:0016835~carbon-oxygen lyase activity
CGI_10010230	GO:0008168~methyltransferase activity
CGI_10017200	GO:0001071~nucleic acid binding transcription factor activity
CGI_10017200	GO:0003676~nucleic acid binding
CGI_10007039	GO:0004298~threonine-type endopeptidase activity
CGI_10025761	GO:0004560~alpha-L-fucosidase activity
CGI_10025772	GO:0004560~alpha-L-fucosidase activity
CGI_10025777	GO:1901363~heterocyclic compound binding
CGI_10025777	GO:0003676~nucleic acid binding
CGI_10025789	GO:0004518~nuclease activity
CGI_10009013	GO:0003676~nucleic acid binding
CGI_10009935	GO:0004871~signal transducer activity
CGI_10009939	GO:0008168~methyltransferase activity
CGI_10020739	GO:0043167~ion binding
CGI_10020748	GO:0032555~purine ribonucleotide binding
CGI_10020748	GO:0019001~guanyl nucleotide binding
CGI_10006343	GO:0016791~phosphatase activity
CGI_10004059	GO:0036094~small molecule binding
CGI_10024966	GO:0015171~amino acid transmembrane transporter activity
CGI_10015997	GO:0016757~transferase activity, transferring glycosyl groups
CGI_10014826	GO:0048037~cofactor binding
CGI_10014833	GO:0003723~RNA binding
CGI_10023003	GO:1901363~heterocyclic compound binding
CGI_10028104	GO:0004672~protein kinase activity
CGI_10028104	GO:1901265~nucleoside phosphate binding
CGI_10028104	GO:0016301~kinase activity
CGI_10028104	GO:0032549~ribonucleoside binding
CGI_10028104	GO:0032559~adenyl ribonucleotide binding
CGI_10028104	GO:0017076~purine nucleotide binding
CGI_10028104	GO:0005524~ATP binding
CGI_10005875	GO:0004135~amylo-alpha-1,6-glucosidase activity
CGI_10005875	GO:0016758~transferase activity, transferring hexosyl groups
CGI_10005875	GO:0004133~glycogen debranching enzyme activity
CGI_10006131	GO:0001882~nucleoside binding
CGI_10006131	GO:0004674~protein serine/threonine kinase activity
CGI_10006131	GO:0004871~signal transducer activity
CGI_10002367	GO:0097367~carbohydrate derivative binding
CGI_10002367	GO:0032550~purine ribonucleoside binding
CGI_10002367	GO:0032555~purine ribonucleotide binding
CGI_10002367	GO:0000166~nucleotide binding
CGI_10002367	GO:1901265~nucleoside phosphate binding
CGI_10002367	GO:0097159~organic cyclic compound binding
CGI_10008701	GO:0060089~molecular transducer activity
CGI_10008707	GO:0016742~hydroxymethyl-, formyl- and related transferase activity
CGI_10008707	GO:0043167~ion binding
CGI_10008707	GO:0030170~pyridoxal phosphate binding
CGI_10027347	GO:0005198~structural molecule activity
CGI_10027391	GO:0019001~guanyl nucleotide binding
CGI_10027394	GO:1901265~nucleoside phosphate binding
CGI_10027394	GO:0000166~nucleotide binding
CGI_10027394	GO:0017076~purine nucleotide binding
CGI_10027396	GO:0000166~nucleotide binding
CGI_10027396	GO:0019001~guanyl nucleotide binding
CGI_10027412	GO:0032555~purine ribonucleotide binding
CGI_10027412	GO:1901265~nucleoside phosphate binding
CGI_10027412	GO:0097367~carbohydrate derivative binding
CGI_10003939	GO:0032550~purine ribonucleoside binding
CGI_10003939	GO:0035639~purine ribonucleoside triphosphate binding
CGI_10003939	GO:0019001~guanyl nucleotide binding
CGI_10003939	GO:0032555~purine ribonucleotide binding
CGI_10003939	GO:0000166~nucleotide binding
CGI_10008276	GO:0046872~metal ion binding
CGI_10000032	GO:0097159~organic cyclic compound binding
CGI_10000032	GO:0001882~nucleoside binding
CGI_10000038	GO:0016830~carbon-carbon lyase activity
CGI_10000038	GO:0030170~pyridoxal phosphate binding
CGI_10000050	GO:0051540~metal cluster binding
CGI_10000066	GO:0043167~ion binding
CGI_10000082	GO:0097159~organic cyclic compound binding
CGI_10000082	GO:0003677~DNA binding
CGI_10000158	GO:0032553~ribonucleotide binding
CGI_10000158	GO:0016817~hydrolase activity, acting on acid anhydrides
CGI_10000158	GO:0032559~adenyl ribonucleotide binding
CGI_10023132	GO:0033743~peptide-methionine (R)-S-oxide reductase activity
CGI_10023142	GO:1901363~heterocyclic compound binding
CGI_10023142	GO:0003676~nucleic acid binding
CGI_10023147	GO:0000049~tRNA binding
CGI_10020625	GO:0017171~serine hydrolase activity
CGI_10000183	GO:0060089~molecular transducer activity
CGI_10020628	GO:0061135~endopeptidase regulator activity
CGI_10020629	GO:0030234~enzyme regulator activity
CGI_10020629	GO:0004857~enzyme inhibitor activity
CGI_10000224	GO:0016877~ligase activity, forming carbon-sulfur bonds
CGI_10020634	GO:1901363~heterocyclic compound binding
CGI_10020634	GO:0097159~organic cyclic compound binding
CGI_10004205	GO:0016746~transferase activity, transferring acyl groups
CGI_10000304	GO:0004004~ATP-dependent RNA helicase activity
CGI_10000304	GO:0003723~RNA binding
CGI_10000304	GO:0016462~pyrophosphatase activity
CGI_10000304	GO:0097159~organic cyclic compound binding
CGI_10000304	GO:0003743~translation initiation factor activity
CGI_10000304	GO:0070035~purine NTP-dependent helicase activity
CGI_10000304	GO:0008186~RNA-dependent ATPase activity
CGI_10018665	GO:0004866~endopeptidase inhibitor activity
CGI_10018665	GO:0061135~endopeptidase regulator activity
CGI_10018665	GO:0004857~enzyme inhibitor activity
CGI_10000497	GO:0043167~ion binding
CGI_10000497	GO:0046872~metal ion binding
CGI_10000523	GO:0046872~metal ion binding
CGI_10000523	GO:0043167~ion binding
CGI_10000523	GO:0046914~transition metal ion binding
CGI_10000709	GO:0001883~purine nucleoside binding
CGI_10000788	GO:0034062~RNA polymerase activity
CGI_10000934	GO:0016817~hydrolase activity, acting on acid anhydrides
CGI_10000934	GO:0004386~helicase activity
CGI_10000935	GO:0001882~nucleoside binding
CGI_10000935	GO:0017076~purine nucleotide binding
CGI_10000935	GO:1901265~nucleoside phosphate binding
CGI_10001001	GO:1901363~heterocyclic compound binding
CGI_10001001	GO:0032555~purine ribonucleotide binding
CGI_10001001	GO:0032550~purine ribonucleoside binding
CGI_10019704	GO:0032553~ribonucleotide binding
CGI_10019704	GO:0000166~nucleotide binding
CGI_10000942	GO:0060089~molecular transducer activity
CGI_10001191	GO:0099600~transmembrane receptor activity
CGI_10001382	GO:0097367~carbohydrate derivative binding
CGI_10001382	GO:0017076~purine nucleotide binding
CGI_10001382	GO:0035639~purine ribonucleoside triphosphate binding
CGI_10001382	GO:0000166~nucleotide binding
CGI_10001578	GO:0043565~sequence-specific DNA binding
CGI_10001578	GO:0003676~nucleic acid binding
CGI_10001730	GO:0032555~purine ribonucleotide binding
CGI_10001730	GO:0032549~ribonucleoside binding
CGI_10001730	GO:0030554~adenyl nucleotide binding
CGI_10001730	GO:0001883~purine nucleoside binding
CGI_10002082	GO:0032550~purine ribonucleoside binding
CGI_10002082	GO:0000166~nucleotide binding
CGI_10002082	GO:0032553~ribonucleotide binding
CGI_10002094	GO:0036094~small molecule binding
CGI_10002094	GO:0042626~ATPase activity, coupled to transmembrane movement of substances
CGI_10002094	GO:0000166~nucleotide binding
CGI_10025310	GO:0008270~zinc ion binding
CGI_10019715	GO:0043169~cation binding
CGI_10025153	GO:0043167~ion binding
CGI_10025153	GO:1901265~nucleoside phosphate binding
CGI_10025179	GO:0003676~nucleic acid binding
CGI_10011908	GO:0032550~purine ribonucleoside binding
CGI_10011910	GO:0000166~nucleotide binding
CGI_10011910	GO:0004674~protein serine/threonine kinase activity
CGI_10011912	GO:0046872~metal ion binding
CGI_10022111	GO:0001883~purine nucleoside binding
CGI_10022111	GO:0036094~small molecule binding
CGI_10011558	GO:0008233~peptidase activity
CGI_10011558	GO:0004175~endopeptidase activity
CGI_10011564	GO:0043167~ion binding
CGI_10011565	GO:0043169~cation binding
CGI_10010574	GO:0005525~GTP binding
CGI_10010574	GO:0043167~ion binding
CGI_10010574	GO:0032561~guanyl ribonucleotide binding
CGI_10010574	GO:0032550~purine ribonucleoside binding
CGI_10010574	GO:0000166~nucleotide binding
CGI_10023799	GO:0042578~phosphoric ester hydrolase activity
CGI_10023826	GO:0046872~metal ion binding
CGI_10024113	GO:0036094~small molecule binding
CGI_10024113	GO:0017076~purine nucleotide binding
CGI_10024114	GO:0097159~organic cyclic compound binding
CGI_10024114	GO:0030554~adenyl nucleotide binding
CGI_10024114	GO:1901265~nucleoside phosphate binding
CGI_10024114	GO:0032553~ribonucleotide binding
CGI_10024120	GO:0004871~signal transducer activity
CGI_10027131	GO:0038023~signaling receptor activity
CGI_10027156	GO:0003676~nucleic acid binding
CGI_10027171	GO:0043169~cation binding
CGI_10011273	GO:0008528~G-protein coupled peptide receptor activity
CGI_10011273	GO:0004888~transmembrane signaling receptor activity
CGI_10011275	GO:0008528~G-protein coupled peptide receptor activity
CGI_10011276	GO:0060089~molecular transducer activity
CGI_10002434	GO:0016757~transferase activity, transferring glycosyl groups
CGI_10028004	GO:0004872~receptor activity
CGI_10028004	GO:0060089~molecular transducer activity
CGI_10028004	GO:0005230~extracellular ligand-gated ion channel activity
CGI_10028029	GO:0000166~nucleotide binding
CGI_10028029	GO:0097159~organic cyclic compound binding
CGI_10028029	GO:0001882~nucleoside binding
CGI_10028029	GO:0036094~small molecule binding
CGI_10028326	GO:0004725~protein tyrosine phosphatase activity
CGI_10028368	GO:1901363~heterocyclic compound binding
CGI_10028368	GO:0000166~nucleotide binding
CGI_10028368	GO:1901265~nucleoside phosphate binding
CGI_10028389	GO:1901265~nucleoside phosphate binding
CGI_10028389	GO:0016634~oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor
CGI_10028392	GO:0046872~metal ion binding
CGI_10019741	GO:0046872~metal ion binding
CGI_10012557	GO:0019001~guanyl nucleotide binding
CGI_10012557	GO:0016462~pyrophosphatase activity
CGI_10017794	GO:0043167~ion binding
CGI_10017794	GO:0003993~acid phosphatase activity
CGI_10017805	GO:0017076~purine nucleotide binding
CGI_10017805	GO:0097367~carbohydrate derivative binding
CGI_10017805	GO:0032561~guanyl ribonucleotide binding
CGI_10019744	GO:0046906~tetrapyrrole binding
CGI_10015588	GO:0016758~transferase activity, transferring hexosyl groups
CGI_10020098	GO:0097159~organic cyclic compound binding
CGI_10018169	GO:0036094~small molecule binding
CGI_10018169	GO:0004672~protein kinase activity
CGI_10018169	GO:0016773~phosphotransferase activity, alcohol group as acceptor
CGI_10018169	GO:0097367~carbohydrate derivative binding
CGI_10028766	GO:0000166~nucleotide binding
CGI_10028767	GO:0017076~purine nucleotide binding
CGI_10028767	GO:0032561~guanyl ribonucleotide binding
CGI_10028768	GO:0036094~small molecule binding
CGI_10000261	GO:0015267~channel activity
CGI_10028781	GO:0019001~guanyl nucleotide binding
CGI_10028781	GO:0016818~hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
CGI_10028781	GO:0016817~hydrolase activity, acting on acid anhydrides
CGI_10028781	GO:0017111~nucleoside-triphosphatase activity
CGI_10028781	GO:0097159~organic cyclic compound binding
CGI_10028781	GO:0032561~guanyl ribonucleotide binding
CGI_10028810	GO:0003676~nucleic acid binding
CGI_10009432	GO:0031406~carboxylic acid binding
CGI_10009438	GO:1901363~heterocyclic compound binding
