XM_011435914	GO:0030366~molybdopterin synthase activity
XM_011417129	GO:0017076~purine nucleotide binding
XM_011417129	GO:0019205~nucleobase-containing compound kinase activity
XM_011417577	GO:0097159~organic cyclic compound binding
XM_011417499	GO:1901363~heterocyclic compound binding
XM_011417159	GO:0097367~carbohydrate derivative binding
XM_011417159	GO:1901265~nucleoside phosphate binding
XM_011417159	GO:0036094~small molecule binding
XM_011417160	GO:0032550~purine ribonucleoside binding
XM_011417160	GO:1901363~heterocyclic compound binding
XM_011417161	GO:0035639~purine ribonucleoside triphosphate binding
XM_011417161	GO:0017076~purine nucleotide binding
XM_011417161	GO:0032553~ribonucleotide binding
FJ768956	GO:0003677~DNA binding
XM_011417159	GO:0005525~GTP binding
XM_011417195	GO:1901363~heterocyclic compound binding
NM_001308898	GO:0003676~nucleic acid binding
NM_001308898	GO:0003700~transcription factor activity, sequence-specific DNA binding
XM_011417331	GO:0008233~peptidase activity
XM_011417331	GO:0070011~peptidase activity, acting on L-amino acid peptides
XM_011417330	GO:0008233~peptidase activity
XM_011417330	GO:0070011~peptidase activity, acting on L-amino acid peptides
XM_011417330	GO:0004175~endopeptidase activity
XM_011417330	GO:0008236~serine-type peptidase activity
XM_011417418	GO:0008237~metallopeptidase activity
XM_011417507	GO:0008233~peptidase activity
XM_011417507	GO:0017171~serine hydrolase activity
XM_011417523	GO:0043169~cation binding
XM_011417524	GO:0046872~metal ion binding
XM_011417524	GO:0035639~purine ribonucleoside triphosphate binding
XM_011417524	GO:0032550~purine ribonucleoside binding
XM_011417524	GO:0019001~guanyl nucleotide binding
XM_011417524	GO:0016874~ligase activity
XM_011417568	GO:0000166~nucleotide binding
XM_011417568	GO:0032561~guanyl ribonucleotide binding
XM_011417642	GO:0043565~sequence-specific DNA binding
XM_011417657	GO:0022836~gated channel activity
XM_011417657	GO:0005230~extracellular ligand-gated ion channel activity
XM_011417657	GO:0005216~ion channel activity
XM_011417656	GO:0022838~substrate-specific channel activity
XM_011417656	GO:0004872~receptor activity
XM_011417664	GO:0004383~guanylate cyclase activity
XM_011417773	GO:0004872~receptor activity
XM_011417774	GO:0099600~transmembrane receptor activity
XM_011417774	GO:0004872~receptor activity
XM_011417782	GO:1901265~nucleoside phosphate binding
XM_011417782	GO:0000166~nucleotide binding
XM_011417798	GO:0003700~transcription factor activity, sequence-specific DNA binding
XM_011417807	GO:0008270~zinc ion binding
XM_011417524	GO:0043169~cation binding
XM_011417508	GO:0004252~serine-type endopeptidase activity
XM_011417807	GO:0046914~transition metal ion binding
XM_011417806	GO:0046914~transition metal ion binding
XM_011417656	GO:0099600~transmembrane receptor activity
XM_011417878	GO:0051213~dioxygenase activity
XM_011417902	GO:0016746~transferase activity, transferring acyl groups
XM_011417919	GO:0043167~ion binding
XM_011417919	GO:1901363~heterocyclic compound binding
XM_011417919	GO:0003676~nucleic acid binding
XM_011417919	GO:0046872~metal ion binding
XM_011417917	GO:1901265~nucleoside phosphate binding
XM_011417917	GO:0046872~metal ion binding
XM_011417916	GO:1901363~heterocyclic compound binding
XM_011417918	GO:0097159~organic cyclic compound binding
XM_011417918	GO:1901363~heterocyclic compound binding
XM_011417935	GO:0060089~molecular transducer activity
XM_011418019	GO:0032553~ribonucleotide binding
XM_011418019	GO:1901265~nucleoside phosphate binding
XM_011418019	GO:0030554~adenyl nucleotide binding
XM_011418024	GO:0005524~ATP binding
XM_011418024	GO:0016301~kinase activity
XM_011418025	GO:0001882~nucleoside binding
XM_011418025	GO:0032550~purine ribonucleoside binding
XM_011418023	GO:0036094~small molecule binding
XM_011418023	GO:0017076~purine nucleotide binding
XM_011418023	GO:0032553~ribonucleotide binding
XM_011418023	GO:0016301~kinase activity
XM_011418023	GO:0032549~ribonucleoside binding
XM_011418023	GO:0032550~purine ribonucleoside binding
XM_011418119	GO:0035639~purine ribonucleoside triphosphate binding
XM_011418116	GO:1901265~nucleoside phosphate binding
XM_011418116	GO:1901363~heterocyclic compound binding
XM_011418116	GO:0097367~carbohydrate derivative binding
XM_011418117	GO:0032549~ribonucleoside binding
XM_011418117	GO:0032561~guanyl ribonucleotide binding
XM_011418120	GO:0097159~organic cyclic compound binding
XM_011418120	GO:1901265~nucleoside phosphate binding
XM_011418025	GO:0035639~purine ribonucleoside triphosphate binding
XM_011418119	GO:0000166~nucleotide binding
XM_011418146	GO:0017076~purine nucleotide binding
XM_011418146	GO:0097367~carbohydrate derivative binding
XM_011418146	GO:0008237~metallopeptidase activity
XM_011418146	GO:0008233~peptidase activity
XM_011418223	GO:0003723~RNA binding
XM_011418221	GO:1901363~heterocyclic compound binding
XM_011418319	GO:0043167~ion binding
XM_011418323	GO:0005509~calcium ion binding
XM_011418341	GO:0003677~DNA binding
XM_011418342	GO:0003677~DNA binding
XM_011418251	GO:0005089~Rho guanyl-nucleotide exchange factor activity
XM_011418252	GO:0098772~molecular function regulator
XM_011418352	GO:1901363~heterocyclic compound binding
XM_011418355	GO:0097159~organic cyclic compound binding
XM_011418359	GO:0003677~DNA binding
XM_011418361	GO:0097159~organic cyclic compound binding
XM_011418499	GO:0000989~transcription factor activity, transcription factor binding
XM_011418572	GO:0015299~solute:proton antiporter activity
XM_011418605	GO:1901363~heterocyclic compound binding
XM_011418605	GO:0017076~purine nucleotide binding
XM_011418633	GO:0008234~cysteine-type peptidase activity
XM_011418633	GO:0060089~molecular transducer activity
XM_011418638	GO:1901265~nucleoside phosphate binding
XM_011418639	GO:0097159~organic cyclic compound binding
XM_011418721	GO:0102336~3-oxo-arachidoyl-CoA synthase activity
XM_011418720	GO:0016747~transferase activity, transferring acyl groups other than amino-acyl groups
XM_011418760	GO:0004872~receptor activity
XM_011418760	GO:0060089~molecular transducer activity
XM_011418759	GO:0038023~signaling receptor activity
XM_011418763	GO:0004888~transmembrane signaling receptor activity
XM_011418763	GO:0004872~receptor activity
XM_011418763	GO:0004930~G-protein coupled receptor activity
XM_011418762	GO:0060089~molecular transducer activity
XM_011418762	GO:0001653~peptide receptor activity
XM_011418773	GO:0060089~molecular transducer activity
NM_001308835	GO:0099600~transmembrane receptor activity
NM_001308835	GO:0060089~molecular transducer activity
XM_011418776	GO:0035639~purine ribonucleoside triphosphate binding
XM_011418776	GO:0016462~pyrophosphatase activity
XM_011418776	GO:0097159~organic cyclic compound binding
XM_011418777	GO:0030554~adenyl nucleotide binding
XM_011418777	GO:0032549~ribonucleoside binding
XM_011418777	GO:0016462~pyrophosphatase activity
XM_011418777	GO:0005524~ATP binding
XM_011418797	GO:0004871~signal transducer activity
XM_011418806	GO:0032550~purine ribonucleoside binding
XM_011418806	GO:0097367~carbohydrate derivative binding
XM_011418805	GO:0032549~ribonucleoside binding
XM_011418805	GO:1901265~nucleoside phosphate binding
XM_011418803	GO:0030554~adenyl nucleotide binding
XM_011418804	GO:0032549~ribonucleoside binding
XM_011418861	GO:0001882~nucleoside binding
XM_011418861	GO:0000166~nucleotide binding
XM_011418861	GO:0019001~guanyl nucleotide binding
XM_011418920	GO:1901363~heterocyclic compound binding
XM_011418920	GO:0097159~organic cyclic compound binding
XM_011418973	GO:0061134~peptidase regulator activity
XM_011418973	GO:0004867~serine-type endopeptidase inhibitor activity
XM_011419031	GO:0005267~potassium channel activity
XM_011419031	GO:0008324~cation transmembrane transporter activity
XM_011419040	GO:0008324~cation transmembrane transporter activity
XM_011419041	GO:1901265~nucleoside phosphate binding
XM_011419041	GO:1901363~heterocyclic compound binding
XM_011419041	GO:0032549~ribonucleoside binding
XM_011419069	GO:0003700~transcription factor activity, sequence-specific DNA binding
XM_011419111	GO:0043169~cation binding
XM_011419131	GO:0015267~channel activity
XM_011419131	GO:0005216~ion channel activity
XM_011419154	GO:0046872~metal ion binding
XM_011419156	GO:0043167~ion binding
XM_011419170	GO:0032553~ribonucleotide binding
XM_011419170	GO:0000166~nucleotide binding
XM_011419185	GO:0008135~translation factor activity, RNA binding
XM_011419185	GO:0032550~purine ribonucleoside binding
XM_011419183	GO:0005524~ATP binding
XM_011419183	GO:0008135~translation factor activity, RNA binding
XM_011419183	GO:1901363~heterocyclic compound binding
XM_011419183	GO:0097159~organic cyclic compound binding
XM_011419184	GO:0032549~ribonucleoside binding
XM_011419154	GO:0043169~cation binding
XM_011419184	GO:0003676~nucleic acid binding
XM_011419184	GO:0032553~ribonucleotide binding
XM_011419184	GO:0001883~purine nucleoside binding
XM_011419184	GO:0097367~carbohydrate derivative binding
XM_011419182	GO:0032555~purine ribonucleotide binding
XM_011419265	GO:0043169~cation binding
XM_011419265	GO:0008270~zinc ion binding
XM_011419275	GO:0036094~small molecule binding
XM_011419275	GO:0010181~FMN binding
XM_011419274	GO:0008270~zinc ion binding
XM_011419274	GO:0046872~metal ion binding
XM_011419283	GO:0003700~transcription factor activity, sequence-specific DNA binding
XM_011419283	GO:0043565~sequence-specific DNA binding
XM_011419283	GO:0097159~organic cyclic compound binding
XM_011419284	GO:0003676~nucleic acid binding
XM_011419284	GO:0001071~nucleic acid binding transcription factor activity
XM_011419289	GO:0008238~exopeptidase activity
XM_011419292	GO:0070011~peptidase activity, acting on L-amino acid peptides
XM_011419301	GO:0019001~guanyl nucleotide binding
XM_011419301	GO:0032553~ribonucleotide binding
XM_011419301	GO:0032555~purine ribonucleotide binding
XM_011419299	GO:0017076~purine nucleotide binding
XM_011419299	GO:0001883~purine nucleoside binding
XM_011419311	GO:0003676~nucleic acid binding
XM_011419332	GO:0008289~lipid binding
XM_011419357	GO:0015098~molybdate ion transmembrane transporter activity
XM_011419360	GO:0008509~anion transmembrane transporter activity
XM_011419366	GO:0004672~protein kinase activity
XM_011419366	GO:0097367~carbohydrate derivative binding
XM_011419373	GO:0004872~receptor activity
XM_011419372	GO:0038023~signaling receptor activity
XM_011419370	GO:0001653~peptide receptor activity
XM_011419370	GO:0060089~molecular transducer activity
XM_011419371	GO:0004888~transmembrane signaling receptor activity
XM_011419371	GO:0004930~G-protein coupled receptor activity
XM_011419371	GO:0001653~peptide receptor activity
XM_011419389	GO:0004872~receptor activity
XM_011419471	GO:0016701~oxidoreductase activity, acting on single donors with incorporation of molecular oxygen
XM_011419474	GO:0016741~transferase activity, transferring one-carbon groups
XM_011419475	GO:1901363~heterocyclic compound binding
XM_011419476	GO:1901265~nucleoside phosphate binding
XM_011419476	GO:0032550~purine ribonucleoside binding
XM_011419476	GO:0032555~purine ribonucleotide binding
XM_011419477	GO:0004672~protein kinase activity
XM_011419477	GO:0004713~protein tyrosine kinase activity
XM_011419477	GO:0016773~phosphotransferase activity, alcohol group as acceptor
XM_011419477	GO:0097367~carbohydrate derivative binding
XM_011419489	GO:0032549~ribonucleoside binding
XM_011419494	GO:0003676~nucleic acid binding
XM_011419495	GO:0003723~RNA binding
XM_011419495	GO:0003676~nucleic acid binding
XM_011419277	GO:0016763~transferase activity, transferring pentosyl groups
XM_011419278	GO:0016763~transferase activity, transferring pentosyl groups
XM_011419364	GO:0051183~vitamin transporter activity
XM_011419477	GO:0036094~small molecule binding
XM_011419599	GO:0008324~cation transmembrane transporter activity
XM_011419600	GO:0022804~active transmembrane transporter activity
XM_011419600	GO:0005326~neurotransmitter transporter activity
XM_011419598	GO:0022804~active transmembrane transporter activity
XM_011419598	GO:0015081~sodium ion transmembrane transporter activity
XM_011419598	GO:0015370~solute:sodium symporter activity
XM_011419685	GO:0015293~symporter activity
XM_011419683	GO:0005328~neurotransmitter:sodium symporter activity
XM_011419683	GO:0015294~solute:cation symporter activity
XM_011419688	GO:0015081~sodium ion transmembrane transporter activity
XM_011419727	GO:0008270~zinc ion binding
XM_011419776	GO:0004497~monooxygenase activity
XM_011419776	GO:0050662~coenzyme binding
XM_011419776	GO:1901363~heterocyclic compound binding
XM_011419837	GO:0043169~cation binding
XM_011419845	GO:0030151~molybdenum ion binding
XM_011419842	GO:0043169~cation binding
XM_011419925	GO:0016830~carbon-carbon lyase activity
XM_011419963	GO:0003676~nucleic acid binding
XM_011419963	GO:0000166~nucleotide binding
XM_011419997	GO:0016854~racemase and epimerase activity
XM_011419998	GO:0003978~UDP-glucose 4-epimerase activity
XM_011420042	GO:0008135~translation factor activity, RNA binding
XM_011420043	GO:0046914~transition metal ion binding
XM_011420043	GO:0046872~metal ion binding
XM_011420100	GO:0097159~organic cyclic compound binding
XM_011420100	GO:0043169~cation binding
NM_001305368	GO:0046872~metal ion binding
XM_011420097	GO:0005506~iron ion binding
AF075692	GO:0046906~tetrapyrrole binding
AF075692	GO:0046872~metal ion binding
XM_011420115	GO:0036094~small molecule binding
XM_011420131	GO:0004888~transmembrane signaling receptor activity
XM_011420131	GO:0004872~receptor activity
XM_011419600	GO:0022890~inorganic cation transmembrane transporter activity
XM_011420285	GO:0043169~cation binding
XM_011420285	GO:0016791~phosphatase activity
XM_011420290	GO:0004112~cyclic-nucleotide phosphodiesterase activity
XM_011420293	GO:0015079~potassium ion transmembrane transporter activity
XM_011420293	GO:0005244~voltage-gated ion channel activity
XM_011420293	GO:0005249~voltage-gated potassium channel activity
XM_011420293	GO:0022843~voltage-gated cation channel activity
XM_011420302	GO:0035639~purine ribonucleoside triphosphate binding
XM_011420302	GO:0030554~adenyl nucleotide binding
XM_011420302	GO:0097159~organic cyclic compound binding
XM_011420331	GO:0001882~nucleoside binding
XM_011420331	GO:0032549~ribonucleoside binding
XM_011420331	GO:0004672~protein kinase activity
XM_011420331	GO:0097367~carbohydrate derivative binding
XM_011420331	GO:1901363~heterocyclic compound binding
XM_011420331	GO:0036094~small molecule binding
XM_011420347	GO:0005216~ion channel activity
XM_011420347	GO:0022839~ion gated channel activity
XM_011420396	GO:0036094~small molecule binding
XM_011420396	GO:0032555~purine ribonucleotide binding
XM_011420396	GO:0016301~kinase activity
XM_011420395	GO:1901265~nucleoside phosphate binding
XM_011420395	GO:0005524~ATP binding
XM_011420395	GO:0017076~purine nucleotide binding
XM_011420395	GO:0032555~purine ribonucleotide binding
XM_011420493	GO:0016702~oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
XM_011420513	GO:0043169~cation binding
